Declaration Number,Declaration Type,Declaration Date,State,County,Disaster Type,Disaster Title,Start Date,End Date,Close Date,Individual Assistance Program,Individuals & Households Program,Public Assistance Program,Hazard Mitigation Program
EM-3292,Emergency,08/30/2008,AL,Wilcox County,Hurricane,Hurricane Gustav,08/29/2008,09/03/2008,01/16/2013,No,No,Yes,No
EM-3292,Emergency,08/30/2008,AL,Winston County,Hurricane,Hurricane Gustav,08/29/2008,09/03/2008,01/16/2013,No,No,Yes,No
EM-3291,Emergency,08/30/2008,MS,Adams County,Hurricane,Hurricane Gustav,08/28/2008,09/08/2008,,No,No,Yes,No
EM-3291,Emergency,08/30/2008,MS,Alcorn County,Hurricane,Hurricane Gustav,08/28/2008,09/08/2008,,No,No,Yes,No
EM-3291,Emergency,08/30/2008,MS,Amite County,Hurricane,Hurricane Gustav,08/28/2008,09/08/2008,,No,No,Yes,No
EM-3291,Emergency,08/30/2008,MS,Attala County,Hurricane,Hurricane Gustav,08/28/2008,09/08/2008,,No,No,Yes,No
EM-3291,Emergency,08/30/2008,MS,Benton County,Hurricane,Hurricane Gustav,08/28/2008,09/08/2008,,No,No,Yes,No
EM-3291,Emergency,08/30/2008,MS,Bolivar County,Hurricane,Hurricane Gustav,08/28/2008,09/08/2008,,No,No,Yes,No
EM-3291,Emergency,08/30/2008,MS,Calhoun County,Hurricane,Hurricane Gustav,08/28/2008,09/08/2008,,No,No,Yes,No
EM-3291,Emergency,08/30/2008,MS,Carroll County,Hurricane,Hurricane Gustav,08/28/2008,09/08/2008,,No,No,Yes,No
EM-3291,Emergency,08/30/2008,MS,Chickasaw County,Hurricane,Hurricane Gustav,08/28/2008,09/08/2008,,No,No,Yes,No
EM-3291,Emergency,08/30/2008,MS,Choctaw County,Hurricane,Hurricane Gustav,08/28/2008,09/08/2008,,No,No,Yes,No
EM-3291,Emergency,08/30/2008,MS,Claiborne County,Hurricane,Hurricane Gustav,08/28/2008,09/08/2008,,No,No,Yes,No
EM-3291,Emergency,08/30/2008,MS,Clarke County,Hurricane,Hurricane Gustav,08/28/2008,09/08/2008,,No,No,Yes,No
EM-3291,Emergency,08/30/2008,MS,Clay County,Hurricane,Hurricane Gustav,08/28/2008,09/08/2008,,No,No,Yes,No
EM-3291,Emergency,08/30/2008,MS,Coahoma County,Hurricane,Hurricane Gustav,08/28/2008,09/08/2008,,No,No,Yes,No
EM-3291,Emergency,08/30/2008,MS,Copiah County,Hurricane,Hurricane Gustav,08/28/2008,09/08/2008,,No,No,Yes,No
EM-3291,Emergency,08/30/2008,MS,Covington County,Hurricane,Hurricane Gustav,08/28/2008,09/08/2008,,No,No,Yes,No
EM-3291,Emergency,08/30/2008,MS,DeSoto County,Hurricane,Hurricane Gustav,08/28/2008,09/08/2008,,No,No,Yes,No
EM-3291,Emergency,08/30/2008,MS,Forrest County,Hurricane,Hurricane Gustav,08/28/2008,09/08/2008,,No,No,Yes,No
EM-3291,Emergency,08/30/2008,MS,Franklin County,Hurricane,Hurricane Gustav,08/28/2008,09/08/2008,,No,No,Yes,No
EM-3291,Emergency,08/30/2008,MS,George County,Hurricane,Hurricane Gustav,08/28/2008,09/08/2008,,No,No,Yes,No
EM-3291,Emergency,08/30/2008,MS,Greene County,Hurricane,Hurricane Gustav,08/28/2008,09/08/2008,,No,No,Yes,No
EM-3291,Emergency,08/30/2008,MS,Grenada County,Hurricane,Hurricane Gustav,08/28/2008,09/08/2008,,No,No,Yes,No
EM-3291,Emergency,08/30/2008,MS,Hancock County,Hurricane,Hurricane Gustav,08/28/2008,09/08/2008,,No,No,Yes,No
EM-3291,Emergency,08/30/2008,MS,Harrison County,Hurricane,Hurricane Gustav,08/28/2008,09/08/2008,,No,No,Yes,No
EM-3291,Emergency,08/30/2008,MS,Hinds County,Hurricane,Hurricane Gustav,08/28/2008,09/08/2008,,No,No,Yes,No
EM-3291,Emergency,08/30/2008,MS,Holmes County,Hurricane,Hurricane Gustav,08/28/2008,09/08/2008,,No,No,Yes,No
EM-3291,Emergency,08/30/2008,MS,Humphreys County,Hurricane,Hurricane Gustav,08/28/2008,09/08/2008,,No,No,Yes,No
EM-3291,Emergency,08/30/2008,MS,Issaquena County,Hurricane,Hurricane Gustav,08/28/2008,09/08/2008,,No,No,Yes,No
EM-3291,Emergency,08/30/2008,MS,Itawamba County,Hurricane,Hurricane Gustav,08/28/2008,09/08/2008,,No,No,Yes,No
EM-3291,Emergency,08/30/2008,MS,Jackson County,Hurricane,Hurricane Gustav,08/28/2008,09/08/2008,,No,No,Yes,No
EM-3291,Emergency,08/30/2008,MS,Jasper County,Hurricane,Hurricane Gustav,08/28/2008,09/08/2008,,No,No,Yes,No
EM-3291,Emergency,08/30/2008,MS,Jefferson County,Hurricane,Hurricane Gustav,08/28/2008,09/08/2008,,No,No,Yes,No
EM-3291,Emergency,08/30/2008,MS,Jefferson Davis County,Hurricane,Hurricane Gustav,08/28/2008,09/08/2008,,No,No,Yes,No
EM-3291,Emergency,08/30/2008,MS,Jones County,Hurricane,Hurricane Gustav,08/28/2008,09/08/2008,,No,No,Yes,No
EM-3291,Emergency,08/30/2008,MS,Kemper County,Hurricane,Hurricane Gustav,08/28/2008,09/08/2008,,No,No,Yes,No
EM-3291,Emergency,08/30/2008,MS,Lafayette County,Hurricane,Hurricane Gustav,08/28/2008,09/08/2008,,No,No,Yes,No
EM-3291,Emergency,08/30/2008,MS,Lamar County,Hurricane,Hurricane Gustav,08/28/2008,09/08/2008,,No,No,Yes,No
EM-3291,Emergency,08/30/2008,MS,Lauderdale County,Hurricane,Hurricane Gustav,08/28/2008,09/08/2008,,No,No,Yes,No
EM-3291,Emergency,08/30/2008,MS,Lawrence County,Hurricane,Hurricane Gustav,08/28/2008,09/08/2008,,No,No,Yes,No
EM-3291,Emergency,08/30/2008,MS,Leake County,Hurricane,Hurricane Gustav,08/28/2008,09/08/2008,,No,No,Yes,No
EM-3291,Emergency,08/30/2008,MS,Lee County,Hurricane,Hurricane Gustav,08/28/2008,09/08/2008,,No,No,Yes,No
EM-3291,Emergency,08/30/2008,MS,Leflore County,Hurricane,Hurricane Gustav,08/28/2008,09/08/2008,,No,No,Yes,No
EM-3291,Emergency,08/30/2008,MS,Lincoln County,Hurricane,Hurricane Gustav,08/28/2008,09/08/2008,,No,No,Yes,No
EM-3291,Emergency,08/30/2008,MS,Lowndes County,Hurricane,Hurricane Gustav,08/28/2008,09/08/2008,,No,No,Yes,No
EM-3291,Emergency,08/30/2008,MS,Madison County,Hurricane,Hurricane Gustav,08/28/2008,09/08/2008,,No,No,Yes,No
EM-3291,Emergency,08/30/2008,MS,Marion County,Hurricane,Hurricane Gustav,08/28/2008,09/08/2008,,No,No,Yes,No
EM-3291,Emergency,08/30/2008,MS,Marshall County,Hurricane,Hurricane Gustav,08/28/2008,09/08/2008,,No,No,Yes,No
EM-3291,Emergency,08/30/2008,MS,Monroe County,Hurricane,Hurricane Gustav,08/28/2008,09/08/2008,,No,No,Yes,No
EM-3291,Emergency,08/30/2008,MS,Montgomery County,Hurricane,Hurricane Gustav,08/28/2008,09/08/2008,,No,No,Yes,No
EM-3291,Emergency,08/30/2008,MS,Neshoba County,Hurricane,Hurricane Gustav,08/28/2008,09/08/2008,,No,No,Yes,No
EM-3291,Emergency,08/30/2008,MS,Newton County,Hurricane,Hurricane Gustav,08/28/2008,09/08/2008,,No,No,Yes,No
EM-3291,Emergency,08/30/2008,MS,Noxubee County,Hurricane,Hurricane Gustav,08/28/2008,09/08/2008,,No,No,Yes,No
EM-3291,Emergency,08/30/2008,MS,Oktibbeha County,Hurricane,Hurricane Gustav,08/28/2008,09/08/2008,,No,No,Yes,No
EM-3291,Emergency,08/30/2008,MS,Panola County,Hurricane,Hurricane Gustav,08/28/2008,09/08/2008,,No,No,Yes,No
EM-3291,Emergency,08/30/2008,MS,Pearl River County,Hurricane,Hurricane Gustav,08/28/2008,09/08/2008,,No,No,Yes,No
EM-3291,Emergency,08/30/2008,MS,Perry County,Hurricane,Hurricane Gustav,08/28/2008,09/08/2008,,No,No,Yes,No
EM-3291,Emergency,08/30/2008,MS,Pike County,Hurricane,Hurricane Gustav,08/28/2008,09/08/2008,,No,No,Yes,No
EM-3291,Emergency,08/30/2008,MS,Pontotoc County,Hurricane,Hurricane Gustav,08/28/2008,09/08/2008,,No,No,Yes,No
EM-3291,Emergency,08/30/2008,MS,Prentiss County,Hurricane,Hurricane Gustav,08/28/2008,09/08/2008,,No,No,Yes,No
EM-3291,Emergency,08/30/2008,MS,Quitman County,Hurricane,Hurricane Gustav,08/28/2008,09/08/2008,,No,No,Yes,No
EM-3291,Emergency,08/30/2008,MS,Rankin County,Hurricane,Hurricane Gustav,08/28/2008,09/08/2008,,No,No,Yes,No
EM-3291,Emergency,08/30/2008,MS,Scott County,Hurricane,Hurricane Gustav,08/28/2008,09/08/2008,,No,No,Yes,No
EM-3291,Emergency,08/30/2008,MS,Sharkey County,Hurricane,Hurricane Gustav,08/28/2008,09/08/2008,,No,No,Yes,No
EM-3291,Emergency,08/30/2008,MS,Simpson County,Hurricane,Hurricane Gustav,08/28/2008,09/08/2008,,No,No,Yes,No
EM-3291,Emergency,08/30/2008,MS,Smith County,Hurricane,Hurricane Gustav,08/28/2008,09/08/2008,,No,No,Yes,No
EM-3291,Emergency,08/30/2008,MS,Stone County,Hurricane,Hurricane Gustav,08/28/2008,09/08/2008,,No,No,Yes,No
EM-3291,Emergency,08/30/2008,MS,Sunflower County,Hurricane,Hurricane Gustav,08/28/2008,09/08/2008,,No,No,Yes,No
EM-3291,Emergency,08/30/2008,MS,Tallahatchie County,Hurricane,Hurricane Gustav,08/28/2008,09/08/2008,,No,No,Yes,No
EM-3291,Emergency,08/30/2008,MS,Tate County,Hurricane,Hurricane Gustav,08/28/2008,09/08/2008,,No,No,Yes,No
EM-3291,Emergency,08/30/2008,MS,Tippah County,Hurricane,Hurricane Gustav,08/28/2008,09/08/2008,,No,No,Yes,No
EM-3291,Emergency,08/30/2008,MS,Tishomingo County,Hurricane,Hurricane Gustav,08/28/2008,09/08/2008,,No,No,Yes,No
EM-3291,Emergency,08/30/2008,MS,Tunica County,Hurricane,Hurricane Gustav,08/28/2008,09/08/2008,,No,No,Yes,No
EM-3291,Emergency,08/30/2008,MS,Union County,Hurricane,Hurricane Gustav,08/28/2008,09/08/2008,,No,No,Yes,No
EM-3291,Emergency,08/30/2008,MS,Walthall County,Hurricane,Hurricane Gustav,08/28/2008,09/08/2008,,No,No,Yes,No
EM-3291,Emergency,08/30/2008,MS,Warren County,Hurricane,Hurricane Gustav,08/28/2008,09/08/2008,,No,No,Yes,No
EM-3291,Emergency,08/30/2008,MS,Washington County,Hurricane,Hurricane Gustav,08/28/2008,09/08/2008,,No,No,Yes,No
EM-3291,Emergency,08/30/2008,MS,Wayne County,Hurricane,Hurricane Gustav,08/28/2008,09/08/2008,,No,No,Yes,No
EM-3291,Emergency,08/30/2008,MS,Webster County,Hurricane,Hurricane Gustav,08/28/2008,09/08/2008,,No,No,Yes,No
EM-3291,Emergency,08/30/2008,MS,Wilkinson County,Hurricane,Hurricane Gustav,08/28/2008,09/08/2008,,No,No,Yes,No
EM-3291,Emergency,08/30/2008,MS,Winston County,Hurricane,Hurricane Gustav,08/28/2008,09/08/2008,,No,No,Yes,No
EM-3291,Emergency,08/30/2008,MS,Yalobusha County,Hurricane,Hurricane Gustav,08/28/2008,09/08/2008,,No,No,Yes,No
EM-3291,Emergency,08/30/2008,MS,Yazoo County,Hurricane,Hurricane Gustav,08/28/2008,09/08/2008,,No,No,Yes,No
DR-1786,Disaster,09/02/2008,LA,Acadia Parish,Hurricane,Hurricane Gustav ,09/01/2008,09/11/2008,,Yes,Yes,Yes,Yes
DR-1786,Disaster,09/02/2008,LA,Allen Parish,Hurricane,Hurricane Gustav ,09/01/2008,09/11/2008,,Yes,Yes,Yes,Yes
DR-1786,Disaster,09/02/2008,LA,Ascension Parish,Hurricane,Hurricane Gustav ,09/01/2008,09/11/2008,,Yes,Yes,Yes,Yes
DR-1786,Disaster,09/02/2008,LA,Assumption Parish,Hurricane,Hurricane Gustav ,09/01/2008,09/11/2008,,Yes,Yes,Yes,Yes
DR-1786,Disaster,09/02/2008,LA,Avoyelles Parish,Hurricane,Hurricane Gustav ,09/01/2008,09/11/2008,,Yes,Yes,Yes,Yes
DR-1786,Disaster,09/02/2008,LA,Beauregard Parish,Hurricane,Hurricane Gustav ,09/01/2008,09/11/2008,,Yes,Yes,Yes,Yes
DR-1786,Disaster,09/02/2008,LA,Bienville Parish,Hurricane,Hurricane Gustav ,09/01/2008,09/11/2008,,Yes,Yes,Yes,Yes
DR-1786,Disaster,09/02/2008,LA,Bossier Parish,Hurricane,Hurricane Gustav ,09/01/2008,09/11/2008,,Yes,Yes,Yes,Yes
DR-1786,Disaster,09/02/2008,LA,Caddo Parish,Hurricane,Hurricane Gustav ,09/01/2008,09/11/2008,,Yes,Yes,Yes,Yes
DR-1786,Disaster,09/02/2008,LA,Calcasieu Parish,Hurricane,Hurricane Gustav ,09/01/2008,09/11/2008,,Yes,Yes,Yes,Yes
DR-1786,Disaster,09/02/2008,LA,Caldwell Parish,Hurricane,Hurricane Gustav ,09/01/2008,09/11/2008,,Yes,Yes,Yes,Yes
DR-1786,Disaster,09/02/2008,LA,Cameron Parish,Hurricane,Hurricane Gustav ,09/01/2008,09/11/2008,,Yes,Yes,Yes,Yes
DR-1786,Disaster,09/02/2008,LA,Catahoula Parish,Hurricane,Hurricane Gustav ,09/01/2008,09/11/2008,,Yes,Yes,Yes,Yes
DR-1786,Disaster,09/02/2008,LA,Claiborne Parish,Hurricane,Hurricane Gustav ,09/01/2008,09/11/2008,,Yes,Yes,Yes,Yes
DR-1786,Disaster,09/02/2008,LA,Concordia Parish,Hurricane,Hurricane Gustav ,09/01/2008,09/11/2008,,Yes,Yes,Yes,Yes
DR-1786,Disaster,09/02/2008,LA,De Soto Parish,Hurricane,Hurricane Gustav ,09/01/2008,09/11/2008,,Yes,Yes,Yes,Yes
DR-1786,Disaster,09/02/2008,LA,East Baton Rouge Parish,Hurricane,Hurricane Gustav ,09/01/2008,09/11/2008,,Yes,Yes,Yes,Yes
DR-1786,Disaster,09/02/2008,LA,East Carroll Parish,Hurricane,Hurricane Gustav ,09/01/2008,09/11/2008,,Yes,Yes,Yes,Yes
DR-1786,Disaster,09/02/2008,LA,East Feliciana Parish,Hurricane,Hurricane Gustav ,09/01/2008,09/11/2008,,Yes,Yes,Yes,Yes
DR-1786,Disaster,09/02/2008,LA,Evangeline Parish,Hurricane,Hurricane Gustav ,09/01/2008,09/11/2008,,Yes,Yes,Yes,Yes
DR-1786,Disaster,09/02/2008,LA,Franklin Parish,Hurricane,Hurricane Gustav ,09/01/2008,09/11/2008,,Yes,Yes,Yes,Yes
DR-1786,Disaster,09/02/2008,LA,Grant Parish,Hurricane,Hurricane Gustav ,09/01/2008,09/11/2008,,Yes,Yes,Yes,Yes
DR-1786,Disaster,09/02/2008,LA,Iberia Parish,Hurricane,Hurricane Gustav ,09/01/2008,09/11/2008,,Yes,Yes,Yes,Yes
DR-1786,Disaster,09/02/2008,LA,Iberville Parish,Hurricane,Hurricane Gustav ,09/01/2008,09/11/2008,,Yes,Yes,Yes,Yes
DR-1786,Disaster,09/02/2008,LA,Jackson Parish,Hurricane,Hurricane Gustav ,09/01/2008,09/11/2008,,Yes,Yes,Yes,Yes
DR-1786,Disaster,09/02/2008,LA,Jefferson Parish,Hurricane,Hurricane Gustav ,09/01/2008,09/11/2008,,Yes,Yes,Yes,Yes
DR-1786,Disaster,09/02/2008,LA,Jefferson Davis Parish,Hurricane,Hurricane Gustav ,09/01/2008,09/11/2008,,Yes,Yes,Yes,Yes
DR-1786,Disaster,09/02/2008,LA,Lafayette Parish,Hurricane,Hurricane Gustav ,09/01/2008,09/11/2008,,Yes,Yes,Yes,Yes
DR-1786,Disaster,09/02/2008,LA,Lafourche Parish,Hurricane,Hurricane Gustav ,09/01/2008,09/11/2008,,Yes,Yes,Yes,Yes
DR-1786,Disaster,09/02/2008,LA,La Salle Parish,Hurricane,Hurricane Gustav ,09/01/2008,09/11/2008,,Yes,Yes,Yes,Yes
DR-1786,Disaster,09/02/2008,LA,Lincoln Parish,Hurricane,Hurricane Gustav ,09/01/2008,09/11/2008,,Yes,Yes,Yes,Yes
DR-1786,Disaster,09/02/2008,LA,Livingston Parish,Hurricane,Hurricane Gustav ,09/01/2008,09/11/2008,,Yes,Yes,Yes,Yes
DR-1786,Disaster,09/02/2008,LA,Madison Parish,Hurricane,Hurricane Gustav ,09/01/2008,09/11/2008,,Yes,Yes,Yes,Yes
DR-1786,Disaster,09/02/2008,LA,Morehouse Parish,Hurricane,Hurricane Gustav ,09/01/2008,09/11/2008,,Yes,Yes,Yes,Yes
DR-1786,Disaster,09/02/2008,LA,Natchitoches Parish,Hurricane,Hurricane Gustav ,09/01/2008,09/11/2008,,Yes,Yes,Yes,Yes
DR-1786,Disaster,09/02/2008,LA,Orleans Parish,Hurricane,Hurricane Gustav ,09/01/2008,09/11/2008,,Yes,Yes,Yes,Yes
DR-1786,Disaster,09/02/2008,LA,Ouachita Parish,Hurricane,Hurricane Gustav ,09/01/2008,09/11/2008,,Yes,Yes,Yes,Yes
DR-1786,Disaster,09/02/2008,LA,Plaquemines Parish,Hurricane,Hurricane Gustav ,09/01/2008,09/11/2008,,Yes,Yes,Yes,Yes
DR-1786,Disaster,09/02/2008,LA,Pointe Coupee Parish,Hurricane,Hurricane Gustav ,09/01/2008,09/11/2008,,Yes,Yes,Yes,Yes
DR-1786,Disaster,09/02/2008,LA,Rapides Parish,Hurricane,Hurricane Gustav ,09/01/2008,09/11/2008,,Yes,Yes,Yes,Yes
DR-1786,Disaster,09/02/2008,LA,Red River Parish,Hurricane,Hurricane Gustav ,09/01/2008,09/11/2008,,Yes,Yes,Yes,Yes
DR-1786,Disaster,09/02/2008,LA,Richland Parish,Hurricane,Hurricane Gustav ,09/01/2008,09/11/2008,,Yes,Yes,Yes,Yes
DR-1786,Disaster,09/02/2008,LA,Sabine Parish,Hurricane,Hurricane Gustav ,09/01/2008,09/11/2008,,Yes,Yes,Yes,Yes
DR-1786,Disaster,09/02/2008,LA,St. Bernard Parish,Hurricane,Hurricane Gustav ,09/01/2008,09/11/2008,,Yes,Yes,Yes,Yes
DR-1786,Disaster,09/02/2008,LA,St. Charles Parish,Hurricane,Hurricane Gustav ,09/01/2008,09/11/2008,,Yes,Yes,Yes,Yes
DR-1786,Disaster,09/02/2008,LA,St. Helena Parish,Hurricane,Hurricane Gustav ,09/01/2008,09/11/2008,,Yes,Yes,Yes,Yes
DR-1786,Disaster,09/02/2008,LA,St. James Parish,Hurricane,Hurricane Gustav ,09/01/2008,09/11/2008,,Yes,Yes,Yes,Yes
DR-1786,Disaster,09/02/2008,LA,St. John the Baptist Parish,Hurricane,Hurricane Gustav ,09/01/2008,09/11/2008,,Yes,Yes,Yes,Yes
DR-1786,Disaster,09/02/2008,LA,St. Landry Parish,Hurricane,Hurricane Gustav ,09/01/2008,09/11/2008,,Yes,Yes,Yes,Yes
DR-1786,Disaster,09/02/2008,LA,St. Martin Parish,Hurricane,Hurricane Gustav ,09/01/2008,09/11/2008,,Yes,Yes,Yes,Yes
DR-1786,Disaster,09/02/2008,LA,St. Mary Parish,Hurricane,Hurricane Gustav ,09/01/2008,09/11/2008,,Yes,Yes,Yes,Yes
DR-1786,Disaster,09/02/2008,LA,St. Tammany Parish,Hurricane,Hurricane Gustav ,09/01/2008,09/11/2008,,Yes,Yes,Yes,Yes
DR-1786,Disaster,09/02/2008,LA,Tangipahoa Parish,Hurricane,Hurricane Gustav ,09/01/2008,09/11/2008,,Yes,Yes,Yes,Yes
DR-1786,Disaster,09/02/2008,LA,Tensas Parish,Hurricane,Hurricane Gustav ,09/01/2008,09/11/2008,,Yes,Yes,Yes,Yes
DR-1786,Disaster,09/02/2008,LA,Terrebonne Parish,Hurricane,Hurricane Gustav ,09/01/2008,09/11/2008,,Yes,Yes,Yes,Yes
DR-1786,Disaster,09/02/2008,LA,Union Parish,Hurricane,Hurricane Gustav ,09/01/2008,09/11/2008,,Yes,Yes,Yes,Yes
DR-1786,Disaster,09/02/2008,LA,Vermilion Parish,Hurricane,Hurricane Gustav ,09/01/2008,09/11/2008,,Yes,Yes,Yes,Yes
DR-1786,Disaster,09/02/2008,LA,Vernon Parish,Hurricane,Hurricane Gustav ,09/01/2008,09/11/2008,,Yes,Yes,Yes,Yes
DR-1786,Disaster,09/02/2008,LA,Washington Parish,Hurricane,Hurricane Gustav ,09/01/2008,09/11/2008,,Yes,Yes,Yes,Yes
DR-1786,Disaster,09/02/2008,LA,Webster Parish,Hurricane,Hurricane Gustav ,09/01/2008,09/11/2008,,Yes,Yes,Yes,Yes
DR-1786,Disaster,09/02/2008,LA,West Baton Rouge Parish,Hurricane,Hurricane Gustav ,09/01/2008,09/11/2008,,Yes,Yes,Yes,Yes
DR-1786,Disaster,09/02/2008,LA,West Carroll Parish,Hurricane,Hurricane Gustav ,09/01/2008,09/11/2008,,Yes,Yes,Yes,Yes
DR-1786,Disaster,09/02/2008,LA,West Feliciana Parish,Hurricane,Hurricane Gustav ,09/01/2008,09/11/2008,,Yes,Yes,Yes,Yes
DR-1786,Disaster,09/02/2008,LA,Winn Parish,Hurricane,Hurricane Gustav ,09/01/2008,09/11/2008,,Yes,Yes,Yes,Yes
FM-2786,Fire,09/02/2008,CA,Placer County,Fire,Gladding Fire,09/01/2008,09/03/2008,09/29/2011,No,No,Yes,No
DR-1787,Disaster,09/05/2008,NH,Belknap County,Storm,Severe Storms and Flooding,07/24/2008,08/14/2008,05/11/2016,No,No,Yes,Yes
DR-1787,Disaster,09/05/2008,NH,Carroll County,Storm,Severe Storms and Flooding,07/24/2008,08/14/2008,05/11/2016,No,No,Yes,Yes
DR-1787,Disaster,09/05/2008,NH,Coos County,Storm,Severe Storms and Flooding,07/24/2008,08/14/2008,05/11/2016,No,No,Yes,Yes
DR-1787,Disaster,09/05/2008,NH,Grafton County,Storm,Severe Storms and Flooding,07/24/2008,08/14/2008,05/11/2016,No,No,Yes,Yes
EM-3293,Emergency,09/07/2008,FL,Monroe County,Hurricane,Hurricane Ike,09/05/2008,09/12/2008,,No,No,Yes,No
DR-1788,Disaster,09/09/2008,ME,Androscoggin County,Storm,"Severe Storms, Flooding, and Tornadoes",07/18/2008,08/16/2008,10/31/2012,No,No,Yes,Yes
DR-1788,Disaster,09/09/2008,ME,Cumberland County,Storm,"Severe Storms, Flooding, and Tornadoes",07/18/2008,08/16/2008,10/31/2012,No,No,Yes,Yes
DR-1788,Disaster,09/09/2008,ME,"York County(in MSA 6400,6450",Storm,"Severe Storms, Flooding, and Tornadoes",07/18/2008,08/16/2008,10/31/2012,No,No,Yes,Yes
DR-1789,Disaster,09/10/2008,AL,Baldwin County,Hurricane,Hurricane Gustav,08/29/2008,09/03/2008,,No,No,Yes,Yes
DR-1789,Disaster,09/10/2008,AL,Mobile County,Hurricane,Hurricane Gustav,08/29/2008,09/03/2008,,No,No,Yes,Yes
EM-3294,Emergency,09/10/2008,TX,Anderson County,Hurricane,Hurricane Ike,09/07/2008,09/26/2008,05/27/2015,No,No,Yes,No
EM-3294,Emergency,09/10/2008,TX,Angelina County,Hurricane,Hurricane Ike,09/07/2008,09/26/2008,05/27/2015,No,No,Yes,No
EM-3294,Emergency,09/10/2008,TX,Aransas County,Hurricane,Hurricane Ike,09/07/2008,09/26/2008,05/27/2015,No,No,Yes,No
EM-3294,Emergency,09/10/2008,TX,Archer County,Hurricane,Hurricane Ike,09/07/2008,09/26/2008,05/27/2015,No,No,Yes,No
EM-3294,Emergency,09/10/2008,TX,Austin County,Hurricane,Hurricane Ike,09/07/2008,09/26/2008,05/27/2015,No,No,Yes,No
EM-3294,Emergency,09/10/2008,TX,Bee County,Hurricane,Hurricane Ike,09/07/2008,09/26/2008,05/27/2015,No,No,Yes,No
EM-3294,Emergency,09/10/2008,TX,Bell County,Hurricane,Hurricane Ike,09/07/2008,09/26/2008,05/27/2015,No,No,Yes,No
EM-3294,Emergency,09/10/2008,TX,Bexar County,Hurricane,Hurricane Ike,09/07/2008,09/26/2008,05/27/2015,No,No,Yes,No
EM-3294,Emergency,09/10/2008,TX,Bowie County,Hurricane,Hurricane Ike,09/07/2008,09/26/2008,05/27/2015,No,No,Yes,No
EM-3294,Emergency,09/10/2008,TX,Brazoria County,Hurricane,Hurricane Ike,09/07/2008,09/26/2008,05/27/2015,No,No,Yes,No
EM-3294,Emergency,09/10/2008,TX,Brazos County,Hurricane,Hurricane Ike,09/07/2008,09/26/2008,05/27/2015,No,No,Yes,No
EM-3294,Emergency,09/10/2008,TX,Brooks County,Hurricane,Hurricane Ike,09/07/2008,09/26/2008,05/27/2015,No,No,Yes,No
EM-3294,Emergency,09/10/2008,TX,Calhoun County,Hurricane,Hurricane Ike,09/07/2008,09/26/2008,05/27/2015,No,No,Yes,No
EM-3294,Emergency,09/10/2008,TX,Cameron County,Hurricane,Hurricane Ike,09/07/2008,09/26/2008,05/27/2015,No,No,Yes,No
EM-3294,Emergency,09/10/2008,TX,Cass County,Hurricane,Hurricane Ike,09/07/2008,09/26/2008,05/27/2015,No,No,Yes,No
EM-3294,Emergency,09/10/2008,TX,Chambers County,Hurricane,Hurricane Ike,09/07/2008,09/26/2008,05/27/2015,No,No,Yes,No
EM-3294,Emergency,09/10/2008,TX,Cherokee County,Hurricane,Hurricane Ike,09/07/2008,09/26/2008,05/27/2015,No,No,Yes,No
EM-3294,Emergency,09/10/2008,TX,Collin County,Hurricane,Hurricane Ike,09/07/2008,09/26/2008,05/27/2015,No,No,Yes,No
EM-3294,Emergency,09/10/2008,TX,Colorado County,Hurricane,Hurricane Ike,09/07/2008,09/26/2008,05/27/2015,No,No,Yes,No
EM-3294,Emergency,09/10/2008,TX,Comal County,Hurricane,Hurricane Ike,09/07/2008,09/26/2008,05/27/2015,No,No,Yes,No
EM-3294,Emergency,09/10/2008,TX,Dallas County,Hurricane,Hurricane Ike,09/07/2008,09/26/2008,05/27/2015,No,No,Yes,No
EM-3294,Emergency,09/10/2008,TX,Denton County,Hurricane,Hurricane Ike,09/07/2008,09/26/2008,05/27/2015,No,No,Yes,No
EM-3294,Emergency,09/10/2008,TX,DeWitt County,Hurricane,Hurricane Ike,09/07/2008,09/26/2008,05/27/2015,No,No,Yes,No
EM-3294,Emergency,09/10/2008,TX,Ellis County,Hurricane,Hurricane Ike,09/07/2008,09/26/2008,05/27/2015,No,No,Yes,No
EM-3294,Emergency,09/10/2008,TX,El Paso County,Hurricane,Hurricane Ike,09/07/2008,09/26/2008,05/27/2015,No,No,Yes,No
EM-3294,Emergency,09/10/2008,TX,Fort Bend County,Hurricane,Hurricane Ike,09/07/2008,09/26/2008,05/27/2015,No,No,Yes,No
EM-3294,Emergency,09/10/2008,TX,Franklin County,Hurricane,Hurricane Ike,09/07/2008,09/26/2008,05/27/2015,No,No,Yes,No
EM-3294,Emergency,09/10/2008,TX,Galveston County,Hurricane,Hurricane Ike,09/07/2008,09/26/2008,05/27/2015,No,No,Yes,No
EM-3294,Emergency,09/10/2008,TX,Goliad County,Hurricane,Hurricane Ike,09/07/2008,09/26/2008,05/27/2015,No,No,Yes,No
EM-3294,Emergency,09/10/2008,TX,Grayson County,Hurricane,Hurricane Ike,09/07/2008,09/26/2008,05/27/2015,No,No,Yes,No
EM-3294,Emergency,09/10/2008,TX,Gregg County,Hurricane,Hurricane Ike,09/07/2008,09/26/2008,05/27/2015,No,No,Yes,No
EM-3294,Emergency,09/10/2008,TX,Hardin County,Hurricane,Hurricane Ike,09/07/2008,09/26/2008,05/27/2015,No,No,Yes,No
